NAME,STATE_UT,Coal_OpenCast,Coal_BelowGround,TOT_AREA,TOT_POP,M_POP,F_POP,TOT_LIT,M_LIT,F_LIT,TOT_W,M_W,F_W,TOT_CULT,TOT_AGLB,TOT_NNW,R_TOT_POP,R_TOT_LIT,U_TOT_POP,U_TOT_LIT,ID
Central,Delhi,0,0,25,646385,0.542758573,0.457241427,0.697709569,0.727566834,0.662268147,0.346312182,0.558870225,0.093999743,0.000307866,0.000281566,0.653687818,0,0,1,0.697709569,3306
Gautam Buddha Nagar,Uttar Pradesh,0,0,1269,1202030,0.543097094,0.456902906,0.562106603,0.665956414,0.438665649,0.302666323,0.465577748,0.109021851,0.069341863,0.014553713,0.697333677,0.62611998,0.524913801,0.37388002,0.624391709,2727
New Delhi,Delhi,0,0,35,179112,0.558064228,0.441935772,0.732480236,0.785745728,0.66521805,0.377383983,0.552503101,0.156248421,0.000535977,0.0003964,0.622616017,0,0,1,0.732480236,3307
South,Delhi,0,0,250,2267023,0.555806006,0.444193994,0.698510778,0.758269082,0.623737088,0.343427482,0.530671217,0.109135271,0.000831046,0.000670483,0.656572518,0.070912823,0.641847214,0.929087177,0.70283564,3309
East Siang,Arunachal Pradesh,0,0,3895,87397,0.517923956,0.482076044,0.497671545,0.56235502,0.428178107,0.383903338,0.452645532,0.310049369,0.172488758,0.015584059,0.616096662,0.748675584,0.452576721,0.251324416,0.632005463,204
Gurgaon,Haryana,0,0,2766,1660289,0.533913674,0.466086326,0.502739583,0.607487611,0.382748069,0.379246023,0.468358657,0.277165246,0.084757533,0.009859729,0.620753977,0.777747127,0.448107893,0.222252873,0.693916597,805
Jhunjhunun,Rajasthan,0,0,5928,1913689,0.513942443,0.486057557,0.602434356,0.703314401,0.495766871,0.397614241,0.465288157,0.326057906,0.139707131,0.013607749,0.602385759,0.79353176,0.598212269,0.20646824,0.618661355,2221
Faridabad,Haryana,0,0,2151,2194586,0.54363921,0.45636079,0.57860617,0.674308063,0.464601412,0.358045663,0.483191583,0.208965745,0.059184739,0.013859562,0.641954337,0.443474077,0.466535558,0.556525923,0.667910924,803
Budaun,Uttar Pradesh,0,0,5168,3069426,0.542990448,0.457009552,0.301242969,0.389100055,0.196856619,0.300414475,0.489380315,0.075896966,0.163196963,0.034354632,0.699585525,0.818488538,0.272182352,0.181511462,0.432285833,2717
Lohit,Arunachal Pradesh,0,0,11402,143527,0.538672166,0.461327834,0.449009594,0.531624285,0.352544062,0.420485344,0.513374033,0.312023319,0.198924244,0.015746166,0.579514656,0.813540309,0.403828202,0.186459691,0.646140049,205
Rewari,Haryana,0,0,1582,765351,0.526600213,0.473399787,0.637864196,0.743262355,0.520621445,0.435907185,0.497228522,0.367694588,0.108499238,0.011952686,0.564092815,0.822076407,0.622244615,0.177923593,0.710032752,815
Mahendragarh,Haryana,0,0,1859,812521,0.521313295,0.478686705,0.588656785,0.706233563,0.460609909,0.433052192,0.479961188,0.381965995,0.130383092,0.008984383,0.566947808,0.865066872,0.576319028,0.134933128,0.667755117,812
Shahjahanpur,Uttar Pradesh,0,0,4575,2547855,0.542969674,0.457030326,0.394173138,0.483040433,0.288595359,0.286329089,0.488109076,0.046606673,0.135324027,0.040693446,0.713670911,0.79373787,0.371004916,0.20626213,0.483329084,2764
Rewari,Haryana,0,0,1582,765351,0.526600213,0.473399787,0.637864196,0.743262355,0.520621445,0.435907185,0.497228522,0.367694588,0.108499238,0.011952686,0.564092815,0.822076407,0.622244615,0.177923593,0.710032752,815
Bahraich,Uttar Pradesh,0,0,5751,2381072,0.53562051,0.46437949,0.279632871,0.367378079,0.178426565,0.354596585,0.522142532,0.161347211,0.161812831,0.055281823,0.645403415,0.900045862,0.250534513,0.099954138,0.541651611,2714
Lower Subansiri,Arunachal Pradesh,0,0,9548,98244,0.50427507,0.49572493,0.365752616,0.436942392,0.293334976,0.462165628,0.478725122,0.445320521,0.2656549,0.006473678,0.537834372,0.873946501,0.326461682,0.126053499,0.638162145,206
Alwar,Rajasthan,0,0,8380,2992592,0.53022664,0.46977336,0.49732172,0.629117216,0.348565982,0.487432299,0.530524619,0.4387946,0.18972182,0.014791191,0.512567701,0.854661444,0.463971852,0.145338556,0.693435171,2202
Sikar,Rajasthan,0,0,7732,2287788,0.512614368,0.487385632,0.575728171,0.683703218,0.462163968,0.388110699,0.458064912,0.314535418,0.153702179,0.010949441,0.611889301,0.793452016,0.5688065,0.206547984,0.602317697,2229
Aligarh,Uttar Pradesh,0,0,3747,2992286,0.53718194,0.46281806,0.474755421,0.583856434,0.348124464,0.306220061,0.455349689,0.13312884,0.087535416,0.031451205,0.693779939,0.711025617,0.45403818,0.288974383,0.52573049,2702
Gautam Buddha Nagar,Uttar Pradesh,0,0,1269,1202030,0.543097094,0.456902906,0.562106603,0.665956414,0.438665649,0.302666323,0.465577748,0.109021851,0.069341863,0.014553713,0.697333677,0.62611998,0.524913801,0.37388002,0.624391709,2727
North,Sikkim,0,0,4226,41030,0.570655618,0.429344382,0.574506459,0.660331426,0.460433697,0.573775286,0.645895618,0.477917802,0.162661467,0.025298562,0.426224714,0.969583232,0.571012015,0.030416768,0.685897436,333
Etah,Uttar Pradesh,0,0,4446,2790410,0.540852061,0.459147939,0.437354367,0.543565825,0.31224287,0.28756276,0.46465708,0.078954989,0.143076465,0.030255769,0.71243724,0.826669558,0.418651027,0.173330442,0.526556714,2736
Jaisalmer,Rajasthan,0,0,38428,508247,0.549144412,0.450855588,0.397365848,0.520252525,0.247689246,0.41650418,0.517336018,0.293690486,0.128783839,0.015321291,0.58349582,0.849691193,0.360685233,0.150308807,0.604720266,2218
Mathura,Uttar Pradesh,0,0,3332,2074516,0.543506052,0.456493948,0.494363987,0.61764132,0.347588817,0.371613427,0.478271628,0.244625155,0.111547465,0.025778061,0.628386573,0.717031346,0.455869708,0.282968654,0.591906961,2751
Tinsukia,Assam,437406,207877,3790,1150062,0.522666604,0.477333396,0.511539378,0.591323559,0.42417795,0.405500747,0.50650392,0.294905121,0.081053021,0.008887347,0.594499253,0.805265281,0.45573882,0.194734719,0.742285349,323
East Kameng,Arunachal Pradesh,0,0,4134,57179,0.503716399,0.496283601,0.32071215,0.415873898,0.224125172,0.453820459,0.486181515,0.420974733,0.295615523,0.007765089,0.546179541,0.737630948,0.247314887,0.262369052,0.527063058,203
Shrawasti,Uttar Pradesh,0,0,1126,1176391,0.537164939,0.462835061,0.270618357,0.377211528,0.146906653,0.413531725,0.546235576,0.259516048,0.210691003,0.041461555,0.586468275,0.971645482,0.26483791,0.028354518,0.468701283,2715
Dhemaji,Assam,0,0,3237,571944,0.515160575,0.484839425,0.532580113,0.616491822,0.443420687,0.437361,0.494388124,0.376767484,0.192221616,0.009284126,0.562639,0.932105241,0.520656072,0.067894759,0.696281417,305
Sitapur,Uttar Pradesh,0,0,5743,3619661,0.536341387,0.463658613,0.388004015,0.485852803,0.274816524,0.310943207,0.506146162,0.085140384,0.161535845,0.037513458,0.689056793,0.880461734,0.364935944,0.119538266,0.557912399,2766
Tawang,Arunachal Pradesh,0,0,2172,38924,0.561247559,0.438752441,0.394024252,0.510848668,0.244583675,0.55819032,0.635036162,0.459889917,0.191424314,0.003725208,0.44180968,0.784811427,0.285419667,0.215188573,0.790114613,208
Hathras,Uttar Pradesh,0,0,1751,1336031,0.538108771,0.461891229,0.505589316,0.619242485,0.373182024,0.293383911,0.459157359,0.100255874,0.086849033,0.03995566,0.706616089,0.802040522,0.496309555,0.197959478,0.54318663,2734
Jaipur,Rajasthan,0,0,11143,5251071,0.527169219,0.472830781,0.576629606,0.683141374,0.457877342,0.354985678,0.473586294,0.222755298,0.106430479,0.007253949,0.645014322,0.506373652,0.499868372,0.493626348,0.655373106,2217
Balrampur,Uttar Pradesh,0,0,2927,1682350,0.527796832,0.472203168,0.276153595,0.369050126,0.172320121,0.424441406,0.524877272,0.312180974,0.188470889,0.063772699,0.575558594,0.919410349,0.254585362,0.080589651,0.522215666,2709
Bharatpur,Rajasthan,0,0,5066,2101142,0.539432842,0.460567158,0.506192347,0.643448839,0.345432601,0.4059283,0.470830448,0.329912567,0.165948803,0.017121641,0.5940717,0.805362988,0.478893523,0.194637012,0.619148572,2206
Hardoi,Uttar Pradesh,0,0,5986,3398306,0.542240163,0.457759837,0.417902626,0.523275653,0.293082833,0.323002402,0.511181973,0.100093983,0.173853679,0.038136942,0.676997598,0.880142342,0.400328252,0.119857658,0.54695529,2733
West Kameng,Arunachal Pradesh,0,0,7422,74599,0.570275741,0.429724259,0.50519444,0.596727939,0.383722744,0.460622797,0.581119835,0.300714353,0.118071288,0.010656979,0.539377203,0.910280299,0.488204282,0.089719701,0.677573584,212
Farrukhabad,Uttar Pradesh,0,0,2280,1570408,0.54113326,0.45886674,0.497161884,0.5842257,0.394489098,0.294734235,0.479814074,0.076472923,0.131889292,0.034643863,0.705265765,0.78251257,0.469921,0.21748743,0.595173682,2724
Changlang,Arunachal Pradesh,962,0,4662,125422,0.524796288,0.475203712,0.408947394,0.498154085,0.310431033,0.478743761,0.528539524,0.423751279,0.266611918,0.016312928,0.521256239,0.901229449,0.376435409,0.098770551,0.705602196,201
Nagaur,Rajasthan,0,0,17718,2775058,0.513490889,0.486509111,0.464105975,0.597997006,0.322789353,0.407023565,0.480705869,0.329254843,0.185824585,0.01805692,0.592976435,0.827990262,0.444489997,0.172009738,0.558529927,2225
Dibrugarh,Assam,0,5845,3381,1185072,0.517736475,0.482263525,0.589118636,0.662149278,0.510716217,0.398641602,0.501050436,0.288700074,0.06547619,0.00967283,0.601358398,0.807237029,0.54013029,0.192762971,0.794268029,307
Bharatpur,Rajasthan,0,0,5066,2101142,0.539432842,0.460567158,0.506192347,0.643448839,0.345432601,0.4059283,0.470830448,0.329912567,0.165948803,0.017121641,0.5940717,0.805362988,0.478893523,0.194637012,0.619148572,2206
Papum Pare,Arunachal Pradesh,0,0,3462,122003,0.526085424,0.473914576,0.573608846,0.644506419,0.494906519,0.36172881,0.462810046,0.249520054,0.067506537,0.004499889,0.63827119,0.491471521,0.478944647,0.508528479,0.665097837,207
West,Sikkim,0,0,1166,123256,0.518530538,0.481469462,0.491886805,0.560990111,0.417464276,0.432262932,0.52154525,0.336108115,0.248085286,0.019942234,0.567737068,0.985201532,0.489063838,0.014798468,0.679824561,336
Jodhpur,Rajasthan,0,0,22783,2886505,0.524471636,0.475528364,0.457258519,0.589693439,0.311192869,0.382819015,0.484311938,0.270880036,0.130030608,0.016531757,0.617180985,0.66149998,0.362709572,0.33850002,0.642026974,2222
Bharatpur,Rajasthan,0,0,5066,2101142,0.539432842,0.460567158,0.506192347,0.643448839,0.345432601,0.4059283,0.470830448,0.329912567,0.165948803,0.017121641,0.5940717,0.805362988,0.478893523,0.194637012,0.619148572,2206
South,Sikkim,0,0,750,131525,0.518844326,0.481155674,0.567298993,0.628581058,0.501216737,0.529884052,0.589132633,0.465994564,0.293191408,0.010750808,0.470115948,0.969998099,0.560303812,0.030001901,0.793461733,335
Pashchim Champaran,Bihar,0,0,5228,3043466,0.525992076,0.474007924,0.30634382,0.404895808,0.196983697,0.379185442,0.508466498,0.235726213,0.068688791,0.155121168,0.620814558,0.898287347,0.282275878,0.101712653,0.518902697,424
Firozabad,Uttar Pradesh,0,0,2361,2052958,0.540034428,0.459965572,0.519019386,0.613630952,0.407938239,0.272261293,0.445571623,0.068781836,0.077675237,0.021885494,0.727738707,0.696753173,0.505235231,0.303246827,0.550690463,2726
Siddharthnagar,Uttar Pradesh,0,0,2752,2040085,0.513294789,0.486705211,0.332780252,0.446753854,0.212580067,0.380615023,0.476478874,0.279513959,0.15342547,0.049918998,0.619384977,0.961863844,0.323943425,0.038136156,0.555661238,2765
Lakhimpur,Assam,0,0,2277,889010,0.512582536,0.487417464,0.569659509,0.64135785,0.494259426,0.55988684,0.618076723,0.498692649,0.194620983,0.012616281,0.44011316,0.92671286,0.560052291,0.07328714,0.691142388,316
Mahrajganj,Uttar Pradesh,0,0,2951,2173878,0.517181737,0.482818263,0.367955331,0.506313318,0.219750035,0.391242287,0.47712423,0.299247895,0.120017315,0.053248158,0.608757713,0.94912318,0.356085801,0.05087682,0.589385172,2748
Mainpuri,Uttar Pradesh,0,0,2746,1596718,0.538563478,0.461436522,0.527406217,0.624226976,0.414402321,0.275062973,0.456783893,0.062968251,0.153888789,0.023635983,0.724937027,0.854017428,0.512196535,0.145982572,0.616384876,2750
East,Sikkim,0,0,954,245040,0.542429807,0.457570193,0.650999837,0.713603226,0.576786208,0.47555093,0.579737731,0.352041954,0.103599412,0.017021711,0.52444907,0.784312765,0.622801632,0.215687235,0.753538182,334
Gonda,Uttar Pradesh,0,0,4425,2765586,0.524699286,0.475300714,0.343269745,0.457095681,0.217613742,0.339564201,0.504343943,0.157658703,0.173194397,0.033280469,0.660435799,0.929736772,0.32238659,0.070263228,0.61959973,2730
Agra,Uttar Pradesh,0,0,4027,3620436,0.541725361,0.458274639,0.511794436,0.611330242,0.394133396,0.271874713,0.440584271,0.072443547,0.070323574,0.018707139,0.728125287,0.566983369,0.453148422,0.433016631,0.588584361,2701
Barabanki,Uttar Pradesh,0,0,3825,2673581,0.529971226,0.470028774,0.382634377,0.478310365,0.274756895,0.36795257,0.517238435,0.19962838,0.162727069,0.043344862,0.63204743,0.906961861,0.369559426,0.093038139,0.510092665,2711
Kushinagar,Uttar Pradesh,0,0,2910,2893196,0.50934572,0.49065428,0.374250137,0.506877202,0.236570653,0.342224654,0.454910538,0.22524601,0.098797316,0.054518256,0.657775346,0.954194946,0.364482501,0.045805054,0.577726131,2745
Alwar,Rajasthan,0,0,8380,2992592,0.53022664,0.46977336,0.49732172,0.629117216,0.348565982,0.487432299,0.530524619,0.4387946,0.18972182,0.014791191,0.512567701,0.854661444,0.463971852,0.145338556,0.693435171,2202
Sibsagar,Assam,0,0,2668,1051736,0.518643462,0.481356538,0.639093841,0.70202172,0.571291431,0.409345121,0.513467137,0.297157587,0.064733926,0.007140575,0.590654879,0.907601337,0.624367115,0.092398663,0.783749576,321
Dausa,Rajasthan,0,0,3432,1317063,0.526503288,0.473496712,0.493959666,0.634428745,0.337765484,0.411927144,0.457553523,0.361193025,0.21415832,0.008559955,0.588072856,0.89687813,0.478126892,0.10312187,0.631661488,2212
Bharatpur,Rajasthan,0,0,5066,2101142,0.539432842,0.460567158,0.506192347,0.643448839,0.345432601,0.4059283,0.470830448,0.329912567,0.165948803,0.017121641,0.5940717,0.805362988,0.478893523,0.194637012,0.619148572,2206
Dausa,Rajasthan,0,0,3432,1317063,0.526503288,0.473496712,0.493959666,0.634428745,0.337765484,0.411927144,0.457553523,0.361193025,0.21415832,0.008559955,0.588072856,0.89687813,0.478126892,0.10312187,0.631661488,2212
Tirap,Arunachal Pradesh,0,0,2362,100326,0.523662859,0.476337141,0.332954568,0.427432095,0.229090376,0.489145386,0.522165331,0.452844797,0.324163228,0.001973566,0.510854614,0.847556964,0.270168878,0.152443036,0.682032169,209
Kannauj,Uttar Pradesh,0,0,1995,1388923,0.535789241,0.464210759,0.50286013,0.594549632,0.397032662,0.329457429,0.488198933,0.146238947,0.157841003,0.02728229,0.670542571,0.832984262,0.493775449,0.167015738,0.548169607,2740
Dausa,Rajasthan,0,0,3432,1317063,0.526503288,0.473496712,0.493959666,0.634428745,0.337765484,0.411927144,0.457553523,0.361193025,0.21415832,0.008559955,0.588072856,0.89687813,0.478126892,0.10312187,0.631661488,2212
Darjiling,West Bengal,0,0,3149,1609172,0.516193421,0.483806579,0.626588084,0.69996292,0.54830141,0.353872675,0.48512961,0.213829175,0.042671013,0.01944354,0.646127325,0.676583982,0.567144589,0.323416018,0.750943447,2804
Jorhat,Assam,0,0,2851,999221,0.517418069,0.482581931,0.661106002,0.726091119,0.591429804,0.414671029,0.526214907,0.295075134,0.088560989,0.007737027,0.585328971,0.828546438,0.637369686,0.171453562,0.775811347,311
Dausa,Rajasthan,0,0,3432,1317063,0.526503288,0.473496712,0.493959666,0.634428745,0.337765484,0.411927144,0.457553523,0.361193025,0.21415832,0.008559955,0.588072856,0.89687813,0.478126892,0.10312187,0.631661488,2212
Alwar,Rajasthan,0,0,8380,2992592,0.53022664,0.46977336,0.49732172,0.629117216,0.348565982,0.487432299,0.530524619,0.4387946,0.18972182,0.014791191,0.512567701,0.854661444,0.463971852,0.145338556,0.693435171,2202
Lucknow,Uttar Pradesh,0,0,2528,3647834,0.529716265,0.470283735,0.583892249,0.647345648,0.512419871,0.29782057,0.469499052,0.104446065,0.051888052,0.016005114,0.70217943,0.363742703,0.435117754,0.636257297,0.66894532,2747
Gorakhpur,Uttar Pradesh,0,0,3321,3769456,0.510205451,0.489794549,0.477195914,0.598404636,0.350936136,0.301448007,0.427083133,0.170577368,0.068387322,0.03108804,0.698551993,0.804058994,0.431932468,0.195941006,0.662937945,2731
Sant Kabir Nagar,Uttar Pradesh,0,0,1442,1420226,0.506584867,0.493415133,0.403727294,0.525835169,0.27836024,0.344360686,0.449460363,0.236455796,0.117612267,0.04190319,0.655639314,0.929200705,0.393294561,0.070799295,0.540651013,2762
Basti,Uttar Pradesh,0,0,3034,2084814,0.516000468,0.483999532,0.422496683,0.540068695,0.29715108,0.352633856,0.467661618,0.230000723,0.144956816,0.034548885,0.647366144,0.94436674,0.407668213,0.05563326,0.674207872,2713
Sonitpur,Assam,0,0,5324,1681513,0.518323676,0.481676324,0.493947415,0.567901759,0.414366408,0.377471361,0.503585492,0.241762095,0.093816105,0.019937996,0.622528639,0.895454867,0.457794582,0.104545133,0.803605356,322
Mon,Nagaland,0,0,1786,260652,0.532330464,0.467669536,0.355746359,0.399299475,0.306171503,0.50200267,0.528774153,0.471529709,0.34433651,0.009702592,0.49799733,0.936351917,0.333808622,0.063648083,0.678481013,1904
Purba Champaran,Bihar,0,0,3968,3939773,0.527199664,0.472800336,0.295618555,0.390434112,0.189893736,0.326628717,0.487800709,0.146912643,0.078017947,0.131945673,0.673371283,0.936268917,0.278088653,0.063731083,0.55314912,426
Unnao,Uttar Pradesh,0,0,4558,2700324,0.52679197,0.47320803,0.449979336,0.547412354,0.341513443,0.343045872,0.500388398,0.167886588,0.156185332,0.030592255,0.656954128,0.847594955,0.42544918,0.152405045,0.586402879,2769
Karauli,Rajasthan,0,0,5524,1209665,0.538990547,0.461009453,0.503174019,0.632991205,0.351397877,0.399375034,0.448251375,0.342231116,0.186541728,0.012477835,0.600624966,0.857857341,0.493313225,0.142142659,0.562685743,2223
Etawah,Uttar Pradesh,0,0,2288,1338871,0.538325948,0.461674052,0.572427814,0.6604116,0.469836052,0.275313305,0.457210485,0.063215676,0.112391709,0.032250306,0.724686695,0.769894187,0.549173497,0.230105813,0.65023273,2722
Jalpaiguri,West Bengal,0,0,6227,3401173,0.514865019,0.485134981,0.532193746,0.6182098,0.440906457,0.38314311,0.522743691,0.234987527,0.061693422,0.039504018,0.61685689,0.821566854,0.494331836,0.178433146,0.70652285,2807
Kanpur Nagar,Uttar Pradesh,0,0,3030,4167999,0.539159438,0.460840562,0.638155863,0.689522058,0.578060093,0.299384189,0.472318193,0.097060418,0.046164598,0.018892039,0.700615811,0.328811979,0.541940535,0.671188021,0.685291318,2742
Ajmer,Rajasthan,0,0,8481,2181670,0.517915175,0.482084825,0.535762054,0.657157144,0.405344426,0.392730798,0.497925517,0.279717614,0.119452988,0.016757805,0.607269202,0.599079604,0.424028725,0.400920396,0.702720779,2201
Dhaulpur,Rajasthan,0,0,3033,983258,0.547265316,0.452734684,0.466593712,0.58561465,0.322721299,0.436623958,0.516839713,0.33965922,0.154058243,0.012163644,0.563376042,0.820374713,0.450285133,0.179625287,0.541077353,2213
Kokrajhar,Assam,0,0,3169,905764,0.514693673,0.485306327,0.423444738,0.495009556,0.347546369,0.369686806,0.480311718,0.252363089,0.124186874,0.038376442,0.630313194,0.929406556,0.399124281,0.070593444,0.743638667,315
Auraiya,Uttar Pradesh,0,0,2052,1179993,0.538784552,0.461215448,0.576647489,0.658430356,0.481110043,0.32903585,0.484261406,0.147703824,0.138525398,0.035668008,0.67096415,0.856806778,0.55778981,0.143193222,0.689483745,2705
Darrang,Assam,0,0,3481,1504320,0.514425787,0.485574213,0.455353914,0.526750928,0.379714673,0.350984498,0.499340321,0.193813753,0.1261806,0.031246011,0.649015502,0.950257924,0.439856257,0.049742076,0.751416582,304
Morena,Madhya Pradesh,0,0,4989,1592714,0.548804745,0.451195255,0.526037945,0.650361691,0.374818577,0.370812965,0.480447643,0.237460428,0.177346341,0.019569113,0.629187035,0.784452827,0.4972495,0.215547173,0.630809339,1424
Golaghat,Assam,0,0,3502,946279,0.51811992,0.48188008,0.589001764,0.656857426,0.516043009,0.410703397,0.511703373,0.302107708,0.123809151,0.014442886,0.589296603,0.914255732,0.571918335,0.085744268,0.771155316,309
Sitamarhi,Bihar,0,0,2200,2682720,0.528423018,0.471576982,0.304806689,0.392869412,0.206128484,0.318764537,0.503288279,0.111997464,0.068462605,0.141863855,0.681235463,0.942851658,0.290219407,0.057148342,0.545472334,434
Bongaigaon,Assam,0,0,2510,904835,0.514171092,0.485828908,0.486122884,0.556188204,0.411970109,0.324084502,0.484266185,0.154558173,0.101428437,0.033285627,0.675915498,0.878671802,0.44803554,0.121328198,0.761955512,302
Faizabad,Uttar Pradesh,0,0,2764,2088928,0.515801406,0.484198594,0.459738679,0.567486673,0.344958159,0.394325223,0.503038594,0.278516317,0.137849174,0.038718903,0.605674777,0.865350553,0.43172508,0.134649447,0.639773459,2723
Nalbari,Assam,0,0,2257,1148824,0.515635989,0.484364011,0.572694338,0.653305761,0.486878402,0.334195664,0.480663431,0.178271504,0.101758842,0.021958107,0.665804336,0.976074664,0.56791351,0.023925336,0.767736302,318
Barpeta,Assam,0,0,3245,1647201,0.515163602,0.484836398,0.456946056,0.527966787,0.381482877,0.313919188,0.476959101,0.140680897,0.10660994,0.029699472,0.686080812,0.922979649,0.433344537,0.077020351,0.739776776,301
Kanpur Dehat,Uttar Pradesh,0,0,3146,1563336,0.540087991,0.459912009,0.54521229,0.629797984,0.445880859,0.328279397,0.482703038,0.146935245,0.142522785,0.037849829,0.671720603,0.931066002,0.539235172,0.068933998,0.625943007,2741
Kamrup,Assam,0,0,4345,2522324,0.526094586,0.473905414,0.637583038,0.701031891,0.567146836,0.333919433,0.50262061,0.146639918,0.066973553,0.013834464,0.666080567,0.639928495,0.563887648,0.360071505,0.768556413,312
Bhind,Madhya Pradesh,0,0,4459,1428559,0.546636156,0.453363844,0.579369141,0.683723438,0.453545627,0.3677622,0.483067017,0.228735272,0.165933644,0.034043396,0.6322378,0.762744836,0.56503883,0.237255164,0.625439246,1404
Tuensang,Nagaland,0,0,4228,414818,0.527166131,0.472833869,0.434373629,0.475274147,0.388773325,0.445795505,0.460613322,0.429275008,0.311541447,0.006234059,0.554204495,0.928228765,0.414560858,0.071771235,0.690615343,1906
Deoria,Uttar Pradesh,0,0,2535,2712650,0.499520027,0.500479973,0.474930419,0.60360599,0.346501653,0.285293716,0.404933348,0.16588356,0.085698855,0.025686321,0.714706284,0.901091184,0.459328777,0.098908816,0.617066398,2721
Mokokchung,Nagaland,0,0,1615,232085,0.521054786,0.478945214,0.753956525,0.775934639,0.730046061,0.470775793,0.504560527,0.434020656,0.216924834,0.007764397,0.529224207,0.865506172,0.74373603,0.134493828,0.819728327,1903
Sawai Madhopur,Rajasthan,0,0,4498,1117057,0.529343623,0.470656377,0.461850201,0.618118845,0.286096053,0.420000054,0.47732058,0.355532097,0.218292352,0.013184645,0.579999946,0.809642659,0.426328784,0.190357341,0.612932656,2228
Nagaon,Assam,0,0,3831,2314629,0.514531702,0.485468298,0.503586968,0.558963013,0.44489574,0.314366147,0.492573996,0.125489575,0.095235997,0.03719257,0.685633853,0.879770365,0.47035714,0.120229635,0.74674347,320
Sultanpur,Uttar Pradesh,0,0,4436,3214832,0.505102288,0.494897712,0.450543605,0.566878451,0.331809985,0.321173859,0.446504814,0.193258635,0.108670064,0.040109405,0.678826141,0.952638894,0.43982023,0.047361106,0.66623757,2768
Madhubani,Bihar,0,0,3501,3575281,0.514923722,0.485076278,0.334456508,0.452390199,0.209266187,0.34339203,0.477522234,0.201008601,0.081550233,0.116529862,0.65660797,0.965164976,0.327726317,0.034835024,0.520928179,419
